ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
77,77,Rishi Contractor,21,3,7,4,F
78,78,Ekaraj Hari,33,4,2,1,F
79,79,Timothy Sarin,54,9,6,2,M
80,80,Anirudh Tripathi,45,5,4,3,M
81,81,Mekhala Patla,49,10,4,2,M
82,82,Samuel Vasa,65,9,5,2,F
83,83,Udant Varty,33,5,1,3,M
84,84,Nakul Pathak,62,1,4,1,F
85,85,Krish Vala,26,4,6,1,M
86,86,Yasti Lalla,74,3,3,5,M
87,87,Girik Subramaniam,18,10,3,2,M
88,88,Viraj Chacko,66,4,4,5,F
89,89,Zinal Amble,55,9,2,2,M
90,90,Mekhala Jani,62,9,6,5,F
91,91,Yashoda Rattan,47,1,5,4,F
92,92,Kamala Buch,68,2,4,5,M
93,93,Bahadurjit Uppal,47,3,4,2,M
94,94,Sai Vasa,58,3,4,2,F
95,95,Elijah Thakur,33,10,4,4,M
96,96,Ekansh Raja,36,10,1,2,M
97,97,Girik Rastogi,18,5,1,2,M
98,98,Wishi Iyengar,38,3,6,5,M
99,99,Abeer Basak,48,6,2,1,M
100,100,Yadavi Palan,64,3,7,3,F
101,101,Ladli Chaudhuri,56,2,5,3,M
102,102,Shravya Gole,61,5,6,1,F
103,103,Zansi Walla,69,7,4,1,M
104,104,Jairaj Panchal,69,7,4,2,F
105,105,Sanya Brar,59,7,3,1,F
106,106,Sai Patil,36,9,5,3,F
107,107,Fiyaz Chawla,22,8,2,1,M
108,108,Eshana Soni,45,5,7,4,M
109,109,Advaith Acharya,62,10,6,4,M
110,110,Rajeshri Rana,51,5,3,2,M
111,111,Indrajit Shah,31,2,4,5,F
112,112,Abhiram Kaul,30,9,6,3,F
113,113,Amaira Ramanathan,36,4,2,2,F
114,114,Rushil Sharma,22,9,7,5,M
115,115,Tejas Chowdhury,27,4,4,1,M
116,116,Ishani Dube,30,9,4,5,T
117,117,Chaitaly Suri,53,5,1,2,M
118,118,Ekani Bhatnagar,32,2,5,4,F
119,119,Gopal Virk,51,4,1,4,M
120,120,Azad Rama,25,8,5,5,F
121,121,Sathvik Swamy,40,10,1,3,M
122,122,Harrison Kashyap,50,3,7,1,F
123,123,Hemang Ganesan,30,6,3,4,M
124,124,Ekiya Khosla,30,7,5,4,M
125,125,Chasmum Ahuja,55,8,3,4,F
126,126,Ishani Dugal,52,5,6,1,F
127,127,Oscar Sura,63,3,1,5,F
128,128,Jai Karan,73,8,5,1,M
129,129,Meera Divan,71,5,7,3,F
130,130,Kalpit Deshmukh,31,2,2,1,M
131,131,Isaiah Sachdev,71,1,4,5,F
132,132,Riya Dhingra,75,4,2,5,M
133,133,Hemal Choudhry,37,5,5,4,M
134,134,Aadhya Garde,57,7,4,3,M
135,135,Brinda Raju,35,4,6,3,M
136,136,Idika Pandey,53,1,5,2,M
137,137,Laksh Chahal,50,2,6,1,M
138,138,Eesha Bir,20,10,5,3,M
139,139,Anusha Doshi,65,2,5,5,M
140,140,Kashvi Gour,72,5,3,2,F
141,141,Samaksh Jayaraman,39,3,3,2,F
142,142,Lajita Munshi,74,3,7,2,M
143,143,Ranveer Manne,18,7,4,5,M
144,144,Xiti Chowdhury,33,6,6,1,F
145,145,Ekiya Gade,53,1,2,1,F
146,146,Gautami Doctor,71,7,5,4,M
147,147,Tara Tank,73,3,3,1,M
148,148,Manbir Bhakta,38,9,7,2,M
149,149,Pranav Edwin,43,4,2,3,F
150,150,Ekantika Pillay,42,5,6,4,M
151,151,Prisha Nadig,21,6,2,4,F
152,152,Sarthak Sachdeva,56,5,2,1,M
153,153,Abeer Comar,43,5,2,4,M
154,154,Balendra Deshpande,72,2,2,1,F
155,155,Sathvik Narula,31,4,6,5,M
156,156,Jackson Morar,30,1,1,1,F
157,157,Parth Choudhury,53,6,4,3,M
158,158,Dayita Narang,30,9,6,1,M
159,159,Ekani Iyer,46,6,5,5,M
160,160,Manthan Dugar,39,9,1,1,F
161,161,Urishilla Bedi,26,1,6,4,F
162,162,Upadhriti Chatterjee,25,10,5,4,M
163,163,Qadim Narayanan,47,1,3,3,M
164,164,Indali Srinivas,56,3,1,3,M
165,165,Leena Bhatti,49,2,4,2,F
166,166,Nidra Boase,44,7,1,2,F
167,167,Madhavi Sekhon,24,9,5,1,F
168,168,Jagrati Choudhary,54,4,4,4,M
169,169,Siddharth Ghose,70,3,5,3,F
170,170,Laban Chad,29,3,2,2,M
171,171,Yachana Luthra,34,6,6,1,M
172,172,Chatresh Oza,67,7,7,5,M
173,173,Darsh Solanki,58,6,6,1,M
174,174,Avni Maharaj,35,3,4,3,M
175,175,Mitesh Tandon,26,8,2,5,F
176,176,Vamakshi Walia,64,10,7,5,M
177,177,Advik Mani,33,5,2,4,M
178,178,Wyatt Hayer,46,4,7,2,M
179,179,Bhanumati Krishnamurthy,53,10,1,2,F
180,180,Aradhana Sane,24,9,3,2,M
181,181,Ridhi Boase,48,1,4,1,M
182,182,Bakhshi Bora,33,8,4,1,F
183,183,Aarush Rajagopalan,44,2,6,3,M
184,184,Jagrati Sur,35,2,1,3,M
185,185,Amol Bansal,51,2,5,5,M
186,186,Urishilla Bath,68,3,1,4,M
187,187,Thomas Bhatnagar,71,10,6,2,M
188,188,Ojasvi Ganguly,26,5,6,1,M
189,189,Abhimanyu Gola,61,4,2,2,M
190,190,Baljiwan Gole,37,6,1,5,M
191,191,Rehaan Dalal,56,1,7,5,F
192,192,Patrick Dutta,70,1,5,3,M
193,193,Nakul Balakrishnan,51,7,4,4,M
194,194,Vedhika Bhagat,61,2,4,4,F
195,195,Indrajit Shroff,21,4,5,3,F
196,196,Nisha Vig,27,8,4,3,M
197,197,Pavani Wali,43,8,5,3,F
198,198,Tripti Bajwa,37,2,1,3,F
199,199,Aarav Bobal,73,1,3,4,M
200,200,Charan Choudhry,60,1,3,4,F
201,201,Gaurika Khare,22,5,1,3,M
202,202,Yachana Vyas,44,5,7,4,M
203,203,Raghav Shankar,69,10,5,3,F
204,204,Samarth Verma,71,10,6,1,M
205,205,Vedika Wagle,39,3,1,4,M
206,206,Utkarsh Sule,19,9,2,3,M
207,207,Benjamin Nadig,39,9,7,1,F
208,208,Nidhi Tata,64,7,3,4,F
209,209,Isaiah Srinivas,41,4,3,4,M
210,210,Arin Chacko,66,2,5,2,M
211,211,Advik Mane,45,8,3,1,F
212,212,Liam Chadha,35,3,2,5,M
213,213,Vritti Basak,58,3,4,2,M
214,214,Urmi Dash,43,8,6,5,M
215,215,Aarna Soni,35,8,4,4,M
216,216,Oni Parekh,59,5,4,4,F
217,217,Zarna Manda,58,2,7,2,M
218,218,Omisha Sharma,47,1,2,5,F
219,219,Janani Dewan,68,7,4,2,M
220,220,Kalpit Brar,60,1,4,2,F
221,221,Ryan Goyal,69,10,7,3,M
222,222,Akshay Wadhwa,62,10,2,4,F
223,223,Panini Kala,58,7,2,1,M
224,224,Jack Rajan,61,1,1,5,M
225,225,Jagdish Dhar,61,10,6,1,M
226,226,Nidhi Sundaram,52,4,7,5,M
227,227,Widisha Kashyap,73,6,1,1,M
228,228,Faraj Venkatesh,44,6,4,2,M
229,229,Azad Sani,66,4,5,5,F
230,230,Chavvi Gala,42,1,7,4,F
231,231,Mahika Lall,51,1,3,2,F
232,232,Indali Bhalla,70,2,3,2,F
233,233,Edhitha Purohit,59,1,7,1,M
234,234,Bhavna Lanka,18,2,3,1,F
235,235,Faraj Mittal,69,10,6,4,M
236,236,Darpan Vig,66,5,2,5,F
237,237,Aahana Keer,24,6,2,4,M
238,238,Saksham Dutta,40,4,7,5,M
239,239,Gautam Ranganathan,46,6,7,3,F
240,240,Hredhaan Gill,24,3,2,3,F
241,241,Arunima Dhillon,49,9,1,5,M
242,242,Warjas Savant,33,6,2,1,F
243,243,Bahadurjit Mahal,52,10,2,1,M
244,244,Aarush Rattan,52,4,1,4,M
245,245,Falak Manda,67,8,6,4,M
246,246,Chandran Rattan,69,5,2,5,M
247,247,Samuel Kale,51,3,7,5,F
248,248,Bina Lala,69,5,6,5,M
249,249,Pallavi Kunda,64,6,7,4,F
250,250,Kevin Barman,66,7,3,3,M
251,251,Dhriti Basu,22,1,7,4,M
252,252,Aishani Varughese,47,10,3,5,M
253,253,Balendra Singhal,23,6,3,5,M
254,254,Pranit Ganguly,31,10,7,3,F
255,255,Sudiksha Luthra,47,10,2,1,F
256,256,Christopher Bobal,39,1,5,2,M
257,257,Gaurav Bail,71,10,5,1,F
258,258,Vamakshi Loyal,25,8,4,1,F
259,259,Bina Sidhu,72,3,2,3,M
260,260,Isha Kumar,42,4,4,2,M
261,261,Maya Bath,22,2,4,2,F
262,262,Agastya Garg,52,6,2,2,M
263,263,Chasmum Chahal,31,1,1,2,M
264,264,Maanav Khurana,33,4,7,1,M
265,265,Chaitaly Ramanathan,39,3,6,3,M
266,266,Jackson Talwar,43,1,2,1,F
267,267,Vincent Tripathi,56,10,7,1,M
268,268,Sarthak Mandal,21,1,5,2,M
269,269,Champak Badami,74,3,5,3,F
270,270,Chandresh Sarma,26,7,6,3,M
271,271,Oliver Dalal,21,8,6,1,F
272,272,Abeer Korpal,36,10,4,2,M
273,273,Vedant Devi,58,3,4,1,F
274,274,Hamsini Murty,51,3,6,2,M
275,275,Dipta Padmanabhan,25,7,2,1,M
276,276,Riya Pai,49,9,5,4,F
277,277,Ayaan Zacharia,53,8,6,3,M
278,278,Saumya Misra,52,9,1,2,M
279,279,Jalsa Sha,32,7,5,5,M
280,280,Tanish Sehgal,18,3,5,4,M
281,281,Simon Shah,67,1,7,5,M
282,282,Vedika Bala,24,2,1,1,F
283,283,Dayita Sethi,48,5,5,5,M
284,284,Saanvi Mall,64,10,6,2,M
285,285,Anirudh Maharaj,32,2,4,1,M
286,286,Vyanjana Bajaj,57,9,3,5,M
287,287,Bhavika Dhawan,19,4,7,4,F
288,288,Aarna Prashad,30,3,7,4,M
289,289,Nikita Kaur,55,8,4,1,M
290,290,Sanaya Chacko,36,9,5,3,M
291,291,Aadi Bhasin,38,9,7,1,M
292,292,Jason Dey,54,2,4,1,M
293,293,Falguni Babu,30,6,6,2,M
294,294,Sai Dasgupta,38,5,4,1,M
295,295,Rehaan Chana,55,7,6,4,M
296,296,Rohan Randhawa,36,1,3,1,M
297,297,Anusha Handa,38,8,7,1,F
298,298,Diya Ahluwalia,57,3,2,4,M
299,299,Gaurika Krishna,27,4,5,1,M
300,300,Riya Bhakta,24,5,4,1,F
301,301,Priya Chaudhuri,61,7,7,4,M
302,302,Sai Grewal,19,10,5,1,M
303,303,Madhav Din,71,6,7,4,M
304,304,Unni Narula,26,10,3,3,M
305,305,Unnati Kala,44,6,4,3,F
306,306,Caleb Balan,36,9,6,4,M
307,307,Rohan Bains,47,2,4,3,M
308,308,Kashish Garg,61,3,5,4,M
309,309,Chatresh Mammen,32,4,1,5,F
310,310,Zilmil Shetty,67,9,2,4,M
311,311,Theodore Jain,41,8,5,1,M
312,312,Chakrika Saxena,30,10,4,5,M
313,313,Jagrati Butala,53,10,3,5,M
314,314,Chandani Manda,64,3,2,2,M
315,315,Zaitra Sidhu,58,9,1,1,M
316,316,Umang Saini,50,6,5,2,M
317,317,Falguni Seth,34,8,3,4,M
318,318,Onveer Narain,22,3,7,3,F
319,319,Samuel De,19,8,6,1,M
320,320,Saksham Amble,42,7,1,1,F
321,321,Balveer Chand,45,3,2,1,F
322,322,Wakeeta Sabharwal,24,5,1,5,F
323,323,Mohini Hayer,30,1,1,4,F
324,324,Andrew Chaudhry,70,8,2,2,M
325,325,Ishita Gokhale,64,2,1,5,M
326,326,Krishna Jaggi,69,4,6,3,M
327,327,Chaitanya Sagar,52,9,4,3,M
328,328,Diya Arora,40,3,5,5,M
329,329,Lipika Deol,71,8,5,4,M
330,330,Warjas Sangha,47,8,6,4,M
331,331,Samarth Barad,59,10,7,4,M
332,332,Yuvraj Kapadia,37,9,6,2,F
333,333,Warinder Tripathi,53,9,7,3,M
334,334,Chavvi Mangal,70,8,6,5,M
335,335,Nachiket Subramaniam,41,8,5,2,M
336,336,Upasna Hayre,56,7,7,3,F
337,337,Balvan Dash,33,7,5,4,M
338,338,Vanya Banerjee,75,8,2,5,M
339,339,Jackson Chanda,63,8,5,5,M
340,340,Ikbal Padmanabhan,49,7,5,4,M
341,341,Bhavya Sankar,29,9,1,5,M
342,342,Shravya Kala,75,3,5,5,F
343,343,Devansh Oommen,51,3,7,1,M
344,344,Amaira Amble,45,5,7,2,M
345,345,Hemal Murty,19,8,7,4,M
346,346,Yuvraj Pillay,53,5,5,4,M
347,347,Harish Rajan,68,5,3,3,F
348,348,Wridesh Kohli,55,4,2,4,M
349,349,Thomas Kurian,59,2,5,5,M
350,350,Gaurav Oak,51,2,6,5,M
351,351,Hredhaan Rana,35,7,5,4,M
352,352,Dayamai Thakkar,31,7,2,2,M
353,353,Praneel Sura,71,3,6,5,M
354,354,Mahika Bora,41,10,5,1,M
355,355,Shaurya Kamdar,69,2,2,4,M
356,356,Radha Dixit,38,8,1,1,F
357,357,Advay Dar,37,2,7,1,M
358,358,Hardik Nanda,73,4,6,5,F
359,359,Devansh Venkataraman,74,7,3,4,M
360,360,Januja Garg,44,1,7,2,F
361,361,Chaitanya Khalsa,37,7,1,4,M
362,362,Aachal Sandal,41,7,5,5,M
363,363,Oni Dube,41,4,2,3,F
364,364,Gaurav Patil,54,5,6,4,M
365,365,Hardik Bava,69,9,5,3,M
366,366,Amara Bera,51,5,7,5,F
367,367,Upadhriti Thakkar,57,3,2,2,M
368,368,Fariq Bose,36,2,4,3,M
369,369,Abhimanyu Sandal,59,2,6,3,M
370,370,Jacob Mannan,30,3,6,1,M
371,371,Ishani Ahuja,58,7,6,4,F
372,372,Vyanjana Hora,45,9,5,2,M
373,373,Qabil Yadav,64,1,3,1,F
374,374,Varenya Lata,63,1,6,3,M
375,375,Imaran Chokshi,73,1,6,2,F
376,376,Fitan Sanghvi,37,9,3,1,F
377,377,Adya Kota,26,2,1,4,M
378,378,Manthan Karnik,63,9,7,4,M
379,379,Gavin Behl,59,8,7,2,M
380,380,Daksha Choudhary,75,8,1,2,F
381,381,Qasim Krishnan,19,10,3,4,F
382,382,Kalpit Narula,67,1,2,2,M
383,383,Rayaan Hans,33,3,2,1,F
384,384,Rehaan Sahota,24,2,1,5,F
385,385,Ranveer Rao,52,5,7,3,M
386,386,Yochana Shah,69,4,3,3,F
387,387,Jack Agarwal,74,5,1,4,M
388,388,Lavanya Kurian,33,10,5,5,M
389,389,Patrick Gulati,60,6,1,1,M
390,390,Yatan Sha,23,6,1,1,M
391,391,Luke Arya,23,5,5,3,M
392,392,Yagnesh Bhalla,41,8,7,5,M
393,393,Yasti Sagar,54,2,3,3,M
394,394,Jagat Patel,54,9,6,3,M
395,395,Aarnav Dixit,41,7,7,5,M
396,396,Joshua Gopal,39,7,4,1,M
397,397,Leena Chacko,53,8,1,4,M
398,398,Oviya Kibe,67,6,4,4,F
399,399,Farhan Konda,51,3,5,5,M
400,400,Geetika Sawhney,60,1,4,3,M
401,401,Anita Chanda,22,8,6,5,F
402,402,Vansha Munshi,70,2,5,1,F
403,403,Siddharth Apte,22,5,2,1,M
404,404,Chanakya Murty,49,7,3,3,M
405,405,Yadavi Doctor,50,3,3,4,M
406,406,Vincent Kale,70,3,6,5,F
407,407,Luke More,47,1,2,3,M
408,408,Riya Dey,51,5,6,2,M
409,409,Adya Basak,19,8,7,4,F
410,410,Ikbal Chada,42,7,5,2,M
411,411,Ishwar Mallick,23,9,4,5,F
412,412,Tanay Bhagat,41,3,2,1,F
413,413,Nidhi Bumb,47,7,7,3,F
414,414,Ikshita Saini,36,10,6,1,M
415,415,Advaith Issac,51,4,2,4,M
416,416,Manbir Tata,59,1,3,1,M
417,417,Shivani Chatterjee,59,8,4,3,F
418,418,Amol Mittal,41,1,2,3,M
419,419,Gautami Comar,70,6,6,4,M
420,420,Hemang Chakraborty,58,10,6,2,M
421,421,Jeet Panchal,71,4,7,3,F
422,422,Oeshi Khurana,41,6,7,1,F
423,423,Madhavi Ghose,41,4,7,1,M
424,424,Ekantika Jani,25,1,4,5,F
425,425,Kalpit Setty,29,8,2,5,F
426,426,Lucky Mandal,22,6,5,3,M
427,427,Chanchal Anne,73,3,5,3,F
428,428,Lakshit Kannan,64,7,6,3,F
429,429,Rudra Mand,49,5,6,5,F
430,430,Oliver Bandi,51,8,2,4,M
431,431,Quincy Parmar,20,10,2,4,M
432,432,Simon Vyas,31,6,6,1,M
433,433,Warjas Bail,65,6,5,5,M
434,434,Geetika Babu,49,9,3,3,M
435,435,Wakeeta Dara,61,4,1,4,M
436,436,Charles Lad,53,10,3,1,M
437,437,Odika Sekhon,55,8,5,3,M
438,438,Falan Talwar,66,10,1,5,F
439,439,Theodore Patla,37,7,2,3,M
440,440,Triya Chhabra,28,7,7,3,M
441,441,Frado Pandya,26,7,3,2,M
442,442,Chaitaly Gulati,30,5,6,3,M
443,443,Anya Kara,53,9,1,1,M
444,444,Yahvi Sood,22,7,3,5,M
445,445,Gaurika Bail,67,1,1,1,M
446,446,Gautami Sethi,22,3,3,5,M
447,447,Azaan Konda,53,6,1,2,M
448,448,Anusha Sengupta,61,1,2,4,M
449,449,Wishi Din,38,7,4,2,F
450,450,Aadi Bedi,64,8,7,5,F
451,451,Isha Kothari,73,7,2,3,M
452,452,Chameli Shenoy,21,9,4,2,F
453,453,Oviya Chakrabarti,69,4,3,2,F
454,454,Anamika Chhabra,65,1,6,1,M
455,455,Charvi Mukhopadhyay,19,3,2,1,T
456,456,Urvi Bakshi,70,3,4,5,M
457,457,Madhav Bains,19,9,4,3,F
458,458,Hredhaan Shetty,49,5,7,1,M
459,459,Ikshita Vohra,68,9,6,5,F
460,460,Veda Puri,49,7,3,2,M
461,461,Leena Salvi,60,4,7,3,M
462,462,Ekani Chokshi,29,4,4,2,M
463,463,Rehaan Chadha,74,6,2,4,F
464,464,Xiti Pandey,29,9,5,3,F
465,465,Vihaan Behl,40,7,7,1,M
466,466,Mohini Bhandari,47,7,2,2,F
467,467,Forum Bhatia,70,7,4,4,M
468,468,Anika Barman,71,6,2,4,M
469,469,Ladli Badami,41,2,4,5,F
470,470,Dalbir Khanna,72,5,7,4,M
471,471,Yash Master,62,1,3,4,F
472,472,Jeevika Master,21,8,7,3,F
473,473,Kashish Dhar,43,5,3,1,M
474,474,Leena Mital,25,9,6,1,F
475,475,Tarak Bala,28,3,5,1,M
476,476,Nicholas Raj,63,2,1,1,M
477,477,Sachi Shere,63,9,4,5,F
478,478,Devansh Sastry,65,2,7,2,F
479,479,Viraj Contractor,69,3,1,1,M
480,480,Faras Tripathi,40,3,5,3,F
481,481,Kamya Sagar,56,2,3,1,M
482,482,Upma Menon,63,3,3,3,M
483,483,Jairaj Wable,21,7,2,4,M
484,484,Chaaya Kohli,66,10,3,5,F
485,485,Janaki Buch,22,4,4,5,F
486,486,Dipta Dalal,40,3,5,4,M
487,487,Ojas Bora,49,10,4,3,M
488,488,Shivani Sarin,34,8,2,4,M
489,489,Wakeeta Om,48,5,2,4,F
490,490,Hardik Palan,26,8,1,2,M
491,491,Samuel Trivedi,73,7,7,4,M
492,492,Wakeeta Lall,45,8,1,1,M
493,493,Divya Barad,40,2,7,2,F
494,494,Karan Issac,53,5,6,5,M
495,495,Brinda Sundaram,19,9,3,3,M
496,496,Pavani D’Alia,23,4,6,3,M
497,497,Nilima Bhat,33,6,1,3,F
498,498,Harinakshi Bath,31,2,4,1,F
499,499,Janaki Wason,59,4,1,3,F
500,500,Tanveer Kothari,71,7,2,1,M
501,501,Faraj Borah,50,5,6,5,F
502,502,Harish Lalla,30,7,4,3,F
503,503,Yashawini Konda,50,1,1,4,M
504,504,Girish Gara,59,3,7,2,M
505,505,Geetika Dora,44,6,1,5,M
506,506,Pavani Brahmbhatt,57,9,6,5,F
507,507,Logan Sahota,48,10,2,3,F
508,508,Lohit Mannan,31,4,1,3,F
509,509,Upma Bhavsar,62,8,1,5,F
510,510,Akshay Hans,36,2,6,3,M
511,511,Ganga Malhotra,23,10,1,4,M
512,512,Vaishnavi Acharya,48,10,4,3,F
513,513,Urvi Pant,59,7,3,2,F
514,514,Luke Sarkar,32,5,6,4,F
515,515,Aryan Pau,24,7,5,3,M
516,516,Girindra Pillay,42,7,5,1,M
517,517,Anusha Bhandari,18,4,5,3,F
518,518,Daksh Sawhney,54,3,6,3,M
519,519,Reyansh Thaker,32,3,1,5,M
520,520,Harita Shukla,52,1,2,4,F
521,521,Yatin Morar,51,6,1,2,F
522,522,Anjali Iyengar,65,4,1,5,M
523,523,Isha Patla,41,6,1,4,F
524,524,Sarthak Oommen,35,6,4,3,F
525,525,Logan Sibal,71,5,7,3,F
526,526,Vaishnavi Natt,23,4,5,1,F
527,527,Nandini Mital,36,5,4,5,M
528,528,Gauri Bhagat,75,7,2,5,M
529,529,Kavya Ahluwalia,51,6,4,4,M
530,530,Mugdha Narain,42,4,4,3,F
531,531,Xalak Guha,71,3,6,4,F
532,532,Pranit Sandal,26,5,4,1,M
533,533,Mitali Varughese,32,3,7,4,M
534,534,Advay Sunder,45,7,6,5,M
535,535,Urvashi Nayak,61,9,2,4,M
536,536,Radhika Bava,22,1,4,1,M
537,537,Pavani Nazareth,35,10,2,1,F
538,538,Chameli Banik,51,7,3,3,F
539,539,Hemani Shanker,56,4,7,3,F
540,540,Anthony Gour,42,1,3,5,M
541,541,Quincy Malhotra,20,5,2,3,M
542,542,Turvi Nadkarni,18,2,6,4,M
543,543,Bhavna Sharma,65,6,5,4,M
544,544,Shivansh Walia,27,6,4,1,F
545,545,Indira Sankar,69,1,5,2,M
546,546,Meghana Kamdar,71,7,1,5,M
547,547,Naksh Goel,49,5,1,4,M
548,548,Udarsh Devi,24,3,1,1,M
549,549,Wriddhish Gill,26,6,5,1,M
550,550,Garima Dutta,30,1,3,2,F
551,551,Abha Yogi,42,1,6,2,M
552,552,Adweta Choudhury,42,7,7,5,F
553,553,Vyanjana Konda,34,9,4,5,M
554,554,Nathan Mody,33,8,2,1,M
555,555,Manbir Arora,36,7,4,2,M
556,556,Akshay Bhattacharyya,71,9,6,5,M
557,557,Bachittar Rastogi,18,1,5,1,M
558,558,Yash Kari,49,4,2,1,M
559,559,Eiravati Bora,44,1,2,5,M
560,560,Patrick Narasimhan,36,8,4,2,M
561,561,Vinaya Ahuja,39,6,4,5,M
562,562,Saanvi Oommen,72,6,5,1,F
563,563,Harshil Mital,42,4,2,4,M
564,564,Maanav Mohan,38,10,6,5,M
565,565,Anirudh Jain,38,4,5,1,F
566,566,Varsha Singhal,69,2,5,5,M
567,567,Urmi Desai,57,7,7,4,F
568,568,Anthony Dey,68,3,2,2,M
569,569,Janaki Nath,25,6,7,1,M
570,570,Prisha Randhawa,35,10,4,1,F
571,571,Isaiah Wali,55,6,1,1,F
572,572,Max Narayanan,42,10,7,1,M
573,573,Aashi Kapoor,24,8,7,4,F
574,574,Victor Joshi,29,6,1,5,M
575,575,Atharv Sawhney,61,6,7,1,M
576,576,Vrinda Parmar,49,4,2,3,M
577,577,Harish Pant,63,2,4,4,M
578,578,Anvi Naik,18,9,1,3,M
579,579,Logan Singhal,52,4,7,3,F
580,580,Zilmil Doshi,68,2,7,1,M
581,581,Atharv Narula,50,1,5,3,F
582,582,Krish Acharya,31,1,2,2,M
583,583,Gopal Sridhar,32,2,1,1,F
584,584,Zaid Kara,75,8,2,1,F
585,585,Qabil Atwal,36,1,4,3,M
586,586,Ria Dalal,32,10,3,3,F
587,587,Hema Venkataraman,24,7,6,2,F
588,588,Lucky Kapadia,64,10,3,3,M
589,589,Noah Kara,38,4,6,1,M
590,590,Sathvik Bhavsar,42,5,4,5,F
591,591,Mahika Hari,61,6,2,1,M
592,592,Falak Apte,55,8,1,5,M
593,593,Mitesh Bobal,54,1,3,4,M
594,594,Bishakha Kar,22,9,3,2,M
595,595,Fiyaz Arya,55,3,4,4,M
596,596,Oviya Ramesh,31,7,7,2,M
597,597,Brinda Sachar,53,2,3,3,F
598,598,Indira Yohannan,33,7,5,5,F
599,599,Samaksh Lanka,43,3,2,4,M
600,600,Harini Walia,39,9,2,4,M
