VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
130,63,Oscar Dave,21,F,0
131,63,Lila Nagy,17,F,0
132,64,Nitara Vala,39,M,0
133,65,Pahal Arya,76,F,0
134,65,Aryan Raj,52,M,0
135,65,Chatresh Bhalla,3,M,0
136,66,Chakrika Jani,26,M,0
137,67,Zayan Jain,81,M,0
138,67,Umang Pillai,57,M,0
139,68,Arya Lalla,71,M,0
140,68,Naveen Kumer,65,M,0
141,68,Ganga Shukla,33,F,0
142,69,Yashasvi Dutta,53,F,0
143,70,Tejas Wali,13,M,0
144,71,Balveer Nagi,15,M,0
145,71,Ishaan Raju,58,F,0
146,72,Gopal Ganesh,13,M,0
147,72,Dominic Kade,30,M,0
148,72,Panini Chawla,57,M,0
149,73,Baljiwan Chahal,18,M,0
150,73,Chatura Gokhale,68,M,0
151,74,Elijah Parmar,44,M,0
152,74,Bimala Mitra,10,M,0
153,75,Naksh Walla,71,M,0
154,75,Laban Raman,14,F,0
155,75,Maanas Misra,2,M,0
156,76,Hemangini Kakar,36,F,0
157,76,Yauvani Dhar,31,F,0
158,77,Chatura Shenoy,43,F,0
159,77,Bina Bhavsar,22,M,0
160,78,Vedika Seshadri,6,M,0
161,79,Jagvi Desai,12,M,0
162,79,Varsha Shere,57,F,0
163,80,Nidhi Kala,52,M,0
164,80,Abha Zacharia,19,F,0
165,80,Manthan Pau,55,M,0
166,81,William Gandhi,48,F,0
167,81,Sanaya Dutta,17,M,0
168,81,Madhav Sule,70,M,0
169,82,Lipika Singh,42,F,0
170,82,Chakradhar Baral,62,M,0
171,82,Harshil Verma,3,F,0
172,83,Ira Pai,2,M,0
173,84,Victor Sachdeva,85,M,0
174,85,Manan Bhalla,37,M,0
175,85,Aarna Gole,59,M,0
176,86,Hema Setty,35,M,0
177,86,Victor Radhakrishnan,29,M,0
178,87,Aarav Sankar,41,M,0
179,87,Kamala Bassi,23,M,0
180,88,Nilima Kurian,39,F,0
181,89,Samesh Mutti,28,M,0
182,89,Janaki Chhabra,16,M,0
183,90,Vasudha Gola,52,M,0
184,90,Veda Kulkarni,82,M,0
185,90,Hemangini Rao,82,M,0
186,91,Charles Dyal,22,M,0
187,91,Abdul Chand,4,M,0
188,92,Leena Rattan,1,M,0
189,92,Dakshesh Gill,83,M,0
190,93,Omkaar Banik,71,M,0
191,93,William Acharya,38,F,0
192,93,Gabriel Majumdar,42,F,0
193,94,Ekapad Chana,28,M,0
194,94,Ijaya Palan,81,F,0
195,95,Harini Dada,41,M,0
196,95,Zashil Savant,40,M,0
197,96,Victor Mutti,63,F,0
198,96,Ira Varty,23,M,0
199,97,Faqid Gokhale,33,F,0
200,98,Wyatt Lanka,70,M,0
201,99,Kamya Murty,68,M,0
202,99,Anvi Swaminathan,62,M,0
203,100,Owen Shankar,58,M,0
204,100,Zarna Sharma,35,M,0
205,101,Janaki Lad,11,F,0
206,101,Adya Khalsa,42,F,0
207,102,Veer Chaudhry,20,M,0
208,102,Warinder Sankaran,44,M,0
209,102,Rohan Dhingra,37,F,0
210,103,Vidhi Mital,44,M,0
211,103,Champak Rao,52,M,0
212,103,Nihal Bhasin,15,M,0
213,104,Owen Mane,74,M,0
214,105,Bhavini Sheth,28,M,0
215,105,Oliver Nazareth,22,M,0
216,105,Nidhi Bora,82,M,0
217,106,Odika Ganesh,12,M,0
218,106,Arin Dass,72,M,1
219,107,Nachiket Chad,7,M,0
220,108,Anita Saxena,16,M,0
221,108,Peter Shan,42,F,0
222,109,Hemangini Mangat,73,T,0
223,109,Abhiram Swamy,34,M,0
224,109,Chandani Andra,18,M,0
225,110,Nihal Ramakrishnan,10,M,0
226,110,Thomas Lall,78,M,0
227,111,Anita Swamy,52,F,0
228,112,Matthew Aurora,34,F,0
229,112,Teerth Oommen,37,M,0
230,113,Upma Golla,49,M,0
231,113,Zashil Raj,71,M,0
232,113,Jairaj Kothari,69,F,0
233,114,Sathvik Solanki,68,F,0
234,115,Radha Nair,19,M,0
235,115,Oliver Majumdar,17,M,0
236,115,Meghana Kibe,46,F,0
237,116,Jeremiah Sura,30,F,0
238,117,Rachit Pall,2,M,0
239,117,Upadhriti Maharaj,60,M,0
240,117,Ekapad Wali,49,F,0
241,118,Ranveer Viswanathan,56,M,0
242,118,Mitesh Mandal,15,F,0
243,119,Caleb Dayal,24,F,0
244,120,Aahana Bawa,22,M,0
245,121,Upadhriti Bhat,39,M,0
246,122,Ranveer Hans,52,M,1
247,122,Praneel Sagar,77,M,0
248,123,Neelima Thaman,13,F,0
249,123,Nakul Walla,85,F,0
250,124,Keya Kumar,69,M,0
251,124,Sneha Sem,75,F,0
252,124,Aadi Banerjee,58,M,0
253,125,Tristan Kala,19,F,0
254,126,Alka Peri,79,M,0
255,126,Viraj Kunda,1,M,0
256,127,Charita Barad,59,M,0
257,127,Farhan Bhalla,54,M,0
258,128,Lavanya Bhagat,52,M,0
259,128,Benjamin Nagar,79,M,0
260,128,Eta Thakkar,45,M,0
261,129,Gayathri Butala,52,M,0
262,129,Chandran Rastogi,69,M,0
263,130,Rudra Sura,32,M,0
264,130,Rohan Viswanathan,55,M,0
265,130,Xavier Bora,68,F,0
266,131,Jasmit Pall,55,F,0
267,132,Chaitanya Kaur,36,M,0
268,133,Shivani Sinha,75,M,0
269,134,Bhanumati Iyer,48,M,0
270,134,Chatresh Shroff,75,F,0
271,135,Lajita Trivedi,55,M,0
272,135,Diya Sundaram,53,F,0
273,136,Chasmum Keer,16,M,0
274,136,David Kurian,37,M,0
275,137,Utkarsh Sahni,50,F,0
276,137,Michael Sandhu,12,F,0
277,138,Qarin Nadkarni,56,M,0
278,139,Hredhaan Deep,26,M,0
279,139,Atharv Loke,43,M,0
280,140,Vyanjana Som,78,M,0
281,140,Nihal Hans,66,M,0
282,140,Bachittar Rege,55,M,0
283,141,Peter Sarna,10,M,0
284,141,Ekta Shankar,37,M,0
285,142,Balvan Verma,20,M,0
286,142,Siya Shan,84,M,0
287,142,Yatan Venkataraman,34,M,0
288,143,Mitali Modi,13,M,0
289,143,Triya Ganesan,1,M,0
290,143,Chaitaly Bhagat,65,F,0
291,144,Krishna Ramaswamy,57,F,0
292,144,Ekiya Seshadri,83,M,0
293,145,Gavin Comar,79,M,0
294,145,Janani Chada,45,M,0
295,145,Yasti Dutta,83,F,0
296,146,Maanav Gola,46,F,0
297,147,Abdul Tak,19,F,0
298,147,Teerth Soni,39,M,0
299,147,Nimrat Sathe,36,M,0
300,148,Balhaar Dhillon,3,F,0
301,149,Peter Shah,30,M,0
302,150,Ekansh Sane,77,M,0
303,150,Brinda Sinha,75,T,0
304,150,Jairaj Maharaj,19,M,0
305,151,Irya Dayal,4,F,0
306,151,Zinal Tank,12,F,0
307,152,Chakradev Nath,44,F,0
308,152,Simon Apte,69,M,0
309,152,Baghyawati Kumar,32,F,0
310,153,Harita Randhawa,48,M,0
311,154,Nachiket Sharma,54,F,0
312,155,Dominic Dixit,72,F,0
313,156,Azad Magar,7,F,0
314,157,Baljiwan Jaggi,25,M,0
315,158,Guneet Varty,40,M,0
316,158,Samesh Bansal,7,M,0
317,158,Lila Vig,2,M,0
318,159,Bhavini Malhotra,9,M,0
319,160,Ishwar Aurora,55,M,0
320,160,Samuel Palla,27,M,0
321,160,Anika Dhaliwal,26,M,0
322,161,Leela Bhagat,22,F,0
323,162,Dayita Shroff,56,M,0
324,162,Vincent Kapur,59,M,0
325,163,Sudiksha Sura,15,M,0
326,164,Onkar Mandal,33,M,0
327,164,Joshua Trivedi,65,F,0
328,165,Sathvik Sankar,26,F,0
329,165,Hema Keer,54,F,0
330,165,Faras Sur,49,M,0
331,166,Ladli Narang,83,M,0
332,166,Darsh Chana,11,M,0
333,167,Samesh Nadig,78,M,0
334,168,Azaan Keer,42,M,0
335,168,Meera Nadkarni,83,M,0
336,169,Liam Guha,69,M,0
337,169,Jagvi Sahni,15,F,0
338,170,Ojasvi Shah,82,M,0
339,171,Jeevika Bandi,71,F,0
340,171,Vasudha Pillay,54,M,0
341,171,Vasatika Buch,26,F,0
342,172,Upasna Setty,33,M,0
343,172,Garima Sama,56,T,0
344,172,Chaitaly Mann,69,M,0
345,173,Charan Manne,18,M,0
346,174,Akshay Choudhury,20,M,0
347,174,Matthew Sekhon,49,F,0
348,175,Leela Khanna,32,M,0
349,175,Oliver Kade,18,F,0
350,176,Ladli Ramakrishnan,54,M,0
351,177,Lavanya Mutti,60,M,0
352,177,Gunbir Wali,15,F,0
353,178,Pranit Munshi,79,M,0
354,178,Abhiram Bir,65,M,0
355,179,Bahadurjit Bajwa,8,M,0
356,179,Dakshesh Kalla,52,M,0
357,180,Aarini Edwin,85,M,0
358,181,Sai Ramaswamy,4,F,0
359,181,Vyanjana Chopra,78,M,0
360,182,Zashil Sehgal,54,F,0
361,182,Widisha Dixit,31,M,0
362,182,Baljiwan Ramakrishnan,18,F,0
363,183,Jairaj Wason,24,M,0
364,183,Gauri Mitter,77,M,0
365,183,Christopher Chana,54,M,0
366,184,Raksha Gupta,19,M,0
367,184,Balendra Hans,58,M,0
368,184,William Suresh,36,M,0
369,185,Daksh Nazareth,2,M,0
370,186,Kalpit Atwal,16,F,0
371,186,Chandresh Mohanty,61,M,0
372,186,Tanmayi Garde,35,M,0
373,187,Pooja Nazareth,33,F,0
374,188,Nitesh Sarna,23,F,0
375,188,Banjeet Deol,82,F,0
376,188,Krisha Dugar,84,F,0
377,189,Bhanumati Saha,13,F,0
378,189,Jonathan Jhaveri,40,M,0
379,190,Gaurang Mitra,10,F,0
380,191,Janaki Zacharia,84,F,0
381,191,Ucchal Joshi,1,M,0
382,192,Chatura Patla,67,F,0
383,192,Shaurya Saran,78,M,0
384,192,Gaurika Setty,62,F,0
385,193,Yutika D’Alia,59,M,0
386,193,Wahab Saxena,59,F,0
387,193,Oni Issac,3,F,0
388,194,Maanav Kalita,24,M,0
389,194,Pranav Ram,48,M,0
390,195,Omya Garg,23,F,0
391,195,Thomas Merchant,39,M,0
392,196,Tarak Solanki,28,M,0
393,196,Arya Atwal,7,F,0
394,197,Varenya Chaudhari,71,F,0
395,197,Warhi Khosla,64,M,0
396,197,Advik Ray,48,M,0
397,198,Ubika Devi,27,M,0
398,199,Gaurangi Wali,9,M,0
399,199,Chaman Sandhu,40,M,0
400,199,Sarthak Buch,47,F,0
401,200,Jasmit Shroff,84,F,0
402,200,Jasmit Peri,71,F,0
403,201,Vanya Kadakia,49,M,0
404,202,Upma Wali,27,F,0
405,203,Faris Raman,10,F,0
406,203,Bhavya Bose,71,F,0
407,203,Nitesh Majumdar,67,F,0
408,204,Chaaya Saha,61,F,0
409,204,Urvi Palan,12,M,0
410,204,Sachi Bail,26,M,0
411,205,Tanvi Modi,14,M,0
412,206,Bhavya Batta,1,M,0
413,206,Ira Mane,18,F,0
414,206,Ojas Dyal,82,M,0
415,207,Ridhi Lad,67,M,0
416,208,Tara Nagarajan,31,M,0
417,208,Aayush Tripathi,7,M,0
418,208,Chakrika Som,18,F,0
419,209,Liam Dada,12,F,0
420,210,Gagan Vala,56,F,0
421,210,Robert Swaminathan,55,M,0
422,211,Indali Morar,79,M,0
423,211,Gagan Kale,43,M,0
424,211,Ojasvi Savant,46,F,0
425,212,Sarthak Mitter,28,M,0
426,212,Gautami Bhatti,22,M,0
427,212,Gaurang Ahuja,7,M,0
428,213,Daksha Tak,51,F,0
429,213,Udarsh Bala,39,F,0
430,214,Omisha Gola,58,M,0
431,214,Yash Balakrishnan,3,F,0
432,214,Aradhana Tailor,11,F,0
433,215,Kashvi Vala,5,M,0
434,215,Aashi Gaba,39,F,0
435,216,Bimala Manne,34,M,0
436,216,Yoshita Hari,85,M,0
437,217,Vedhika Sabharwal,84,F,0
438,218,Jackson Deep,59,M,1
439,219,Hema Gera,68,M,0
440,219,Ayush Dani,8,M,0
441,219,Kabir Dhar,69,M,0
442,220,Isaac Brahmbhatt,47,M,0
443,220,Veda Sankar,4,M,0
444,220,Ronith Chokshi,44,M,0
445,221,Ayush Chana,34,F,0
446,221,Arunima Pall,48,F,0
447,222,Rehaan Manda,39,F,0
448,222,Aayush Chaudhary,36,F,0
449,222,Yamini Soman,34,M,0
450,223,Nikita Chowdhury,68,F,0
451,224,Tanmayi Muni,13,M,0
452,224,Upkaar Reddy,19,M,0
453,225,Nandini Chaudry,42,F,0
454,225,Dhruv Patla,44,F,0
455,226,Manan Sha,50,M,0
456,227,Ayushman Chaudhary,6,M,0
457,227,Ekansh Tara,57,F,0
458,228,Unnati Jaggi,50,F,0
459,228,Widisha Swaminathan,65,M,0
460,229,Leela Sengupta,29,M,0
461,229,Krisha Savant,57,M,0
462,230,Raagini Desai,49,M,0
463,231,Krishna Pandit,39,F,0
464,231,Ekani Bhat,4,M,0
465,232,Yug Keer,53,M,0
466,232,Frado Bhatti,61,F,0
467,232,Ishwar Nazareth,40,M,0
468,233,Ekantika Chaudhari,74,M,0
469,233,Harish Jha,7,M,0
470,234,Chameli Ratti,78,F,0
471,234,George Chandran,17,M,0
472,234,Anjali Bhavsar,10,M,0
473,235,Rachita Zacharia,3,F,0
474,235,Ryan Sachdeva,59,M,0
475,235,Zayan Varma,40,F,0
476,236,Janya Shere,21,M,0
477,236,Wridesh Dora,29,M,0
478,236,Radhika Roy,3,F,0
479,237,William Comar,59,M,0
480,237,Rehaan Bala,40,F,0
481,237,Dayita Shetty,43,M,0
482,238,Laban Balakrishnan,21,F,0
483,239,Warinder Choudhury,40,F,0
484,240,Anvi Sarraf,73,M,0
485,240,Aachal Bhalla,59,M,0
486,241,Vaishnavi Pillai,45,F,0
487,242,Abhiram Ramaswamy,10,M,0
488,243,Vyanjana Sinha,50,F,0
489,243,Gaurangi Sami,15,M,0
490,244,Dalaja Murthy,75,F,0
491,244,Indrajit Dugar,14,F,0
492,244,Zaitra De,37,M,0
493,245,Frado Sachdeva,26,M,1
494,246,Abha Dixit,4,M,0
495,246,Jhalak Garde,41,M,0
496,246,Akshay Vora,29,F,0
497,247,Ranbir Sahota,53,M,0
498,248,Shravya Kothari,51,M,0
499,248,Tara Chada,60,M,0
500,248,Upasna Deol,47,M,0
501,249,Girish Bhargava,39,F,0
502,249,Gaurangi Keer,71,F,0
503,249,Irya Bath,9,F,0
504,250,Abha Gara,85,F,0
505,251,Xalak Mand,58,M,0
506,252,Rajata Gala,67,M,0
507,252,Vyanjana Dora,67,M,0
508,252,Chatresh Gulati,84,M,1
509,253,Nihal Sibal,30,F,0
510,253,Jack Talwar,85,M,0
511,254,Simon Agrawal,35,M,0
512,254,Omaja Bose,20,F,0
513,254,Wishi Chandra,72,F,0
514,255,Forum Bassi,44,M,0
515,256,George Rastogi,11,F,1
516,257,Nicholas Rama,72,F,0
517,257,Bhavani Dube,26,F,0
518,257,Chanchal Swaminathan,8,M,0
519,258,Gautam Sami,29,F,0
520,258,Quincy Saraf,53,M,0
521,258,Girik Baria,81,M,0
522,259,Fariq Sridhar,33,M,0
523,259,Manthan Datta,36,F,0
524,259,Yuvraj Virk,81,M,0
525,260,Yahvi Babu,51,M,0
526,261,Omaja Mishra,68,M,1
527,261,Suhani Sengupta,51,F,0
528,262,Triveni Ravel,79,M,1
529,263,Krishna Atwal,31,M,0
530,263,Isaac Babu,84,M,0
531,264,Rayaan Chadha,9,F,0
532,264,Ubika Divan,56,M,0
533,265,Gauri Anand,21,M,0
534,265,Rachana Sagar,71,F,0
535,265,Bina Bansal,71,M,0
536,266,Saumya Sarin,3,F,0
537,266,Neel Mani,46,F,1
538,267,Harinakshi Sidhu,76,F,0
539,268,Vasudha Dayal,10,M,0
540,268,Ryan Dugar,74,F,0
541,269,Advika Parikh,66,M,0
542,269,Owen Thakur,70,F,0
543,269,Devansh Nazareth,31,F,0
544,270,Indrajit Cherian,58,F,0
545,271,Janaki Dugar,50,M,0
546,271,Riya Toor,82,F,0
547,272,Harita Mangat,18,F,0
548,272,Frederick Lata,62,M,0
549,272,Oeshi Patel,79,M,0
550,273,Odika Rout,52,M,0
551,273,Zaitra Pathak,20,F,0
552,274,Nitesh Saraf,19,F,0
553,274,Maya Bansal,73,M,0
554,275,Ati Wable,30,M,0
555,276,Rudra Mitra,8,M,0
556,276,Balhaar Yogi,85,M,0
557,276,Madhavi Date,4,F,0
558,277,Wyatt Modi,34,M,0
559,277,Yashasvi Choudhry,78,M,1
560,277,Kashish Lad,60,M,0
561,278,Sudiksha Nori,40,T,0
562,278,Vivaan Palla,74,F,0
563,278,Bhavani Dey,19,M,0
564,279,Manan Sandal,58,F,0
565,279,Finn Chanda,38,M,0
566,280,Kala Vora,61,M,0
567,280,Zilmil Rana,84,F,0
568,280,Wishi Sampath,82,M,0
569,281,Bachittar Dugar,59,M,0
570,281,Jagat Rege,47,M,0
571,282,Lucky Sama,10,F,0
572,282,Dalaja Mander,55,F,0
573,282,Qadim Suresh,42,M,0
574,283,Krishna Soman,38,M,0
575,283,Lakshit Thaman,59,F,0
576,284,Noah Bakshi,78,M,0
577,285,Yatan Sawhney,39,M,0
578,286,Rajeshri Gole,42,F,0
579,287,Aadhya Chakraborty,38,M,0
580,287,Damyanti Reddy,62,M,0
581,287,Daniel Nanda,70,F,0
582,288,Charles Jain,8,M,0
583,288,Warjas Tailor,68,M,0
584,288,Ishwar Luthra,28,M,0
585,289,Amruta Chaudhuri,72,M,0
586,290,Lucky Prakash,57,M,0
587,290,Yatan Yogi,55,F,0
588,291,Anjali Krishna,15,M,1
589,291,Indali Kala,59,M,0
590,291,Chakradev Edwin,42,M,0
591,292,Rachana Kade,37,F,0
592,292,Hema Lal,80,M,0
593,293,Aarnav Soni,37,F,0
594,294,Krisha Parmar,15,M,0
595,294,Peter Anand,30,M,0
596,294,Turvi Prabhakar,47,M,0
597,295,Timothy Kaur,15,F,0
598,295,Janani Bansal,74,F,0
599,296,Arunima Tella,21,M,0
600,296,Onkar Hari,32,M,0
601,296,Dhruv Dave,76,M,0
602,297,Zayyan Setty,27,M,0
603,297,Prisha Ben,60,M,0
604,297,Rachana Ray,78,M,0
605,298,Robert Natt,74,M,1
606,298,Aryan Kara,42,F,0
607,298,Falan Krish,19,F,0
608,299,Hritik Solanki,33,M,0
609,299,Harini Bhagat,53,M,0
610,299,Zinal Khalsa,67,M,0
611,300,Rachana Bhatti,67,M,0
612,300,Daksh Ben,3,F,0
613,301,Atharv Setty,12,M,0
614,302,Laksh Basu,15,M,0
615,302,Joshua Muni,34,F,0
616,303,Dayamai Oza,1,F,0
617,303,Jyoti Anand,9,F,0
618,304,Chandani Sahota,31,M,0
619,305,Vasana Narula,11,M,0
620,305,Samesh Ratta,9,F,0
621,305,Abeer Patil,60,F,0
622,306,Rudra Mander,72,F,0
623,307,Adweta Chaudhuri,14,F,0
624,307,Laksh Raghavan,2,M,1
625,307,Hamsini Kade,61,M,0
626,308,Dhruv Dani,35,F,0
627,308,Kalpit Gupta,57,M,0
628,309,Yashoda Suresh,60,F,0
629,310,Ekanta Prakash,23,M,0
630,311,Wahab Randhawa,76,M,0
631,312,Victor Barman,17,M,0
632,312,Yauvani Nayar,82,F,0
633,312,Shravya Sibal,78,M,0
634,313,Yachana Varghese,68,M,1
635,313,Aradhana Kari,61,M,0
636,313,Jagat Bora,42,M,0
637,314,Netra Ravi,73,M,0
638,314,Urmi Vala,55,F,0
639,314,Mitali Kari,13,M,1
640,315,Harini Chada,35,M,0
641,315,Raghav Sanghvi,39,M,0
642,316,Netra Yogi,42,M,0
643,316,Eshana Bajaj,66,F,0
644,317,Girik Garg,11,M,0
645,317,Peter Balay,15,F,0
646,317,Avi Grover,31,F,0
647,318,Mahika Dugar,70,M,0
648,318,Kai Yadav,8,M,0
649,319,Dayita Sankaran,76,M,0
650,320,Sanaya Bhatt,17,F,0
651,321,Tanmayi Palan,56,M,0
652,321,Mahika Gill,78,T,0
653,321,Zaid Gola,3,F,0
654,322,Jyoti Bose,42,M,0
655,322,Yamini Nanda,46,M,0
656,323,Baljiwan Anne,68,F,0
657,323,Ishwar Deshpande,61,F,0
658,324,Chaitaly Dash,36,M,0
659,325,Bakhshi Walia,75,M,0
660,326,Kavya Khare,37,F,0
661,326,Gavin Babu,17,M,0
662,327,Eta Naidu,58,M,0
663,327,Sarthak Rana,8,F,0
664,327,Jai Kata,10,F,0
665,328,Simon Shanker,60,M,0
666,328,Dominic Mallick,28,M,0
667,329,Parth Nadkarni,17,M,0
668,329,Ekansh Nayak,20,M,0
669,329,Saumya Raja,59,M,0
670,330,Fariq Bhasin,52,M,1
671,330,Kavya Tara,46,M,0
672,331,Sachi Narasimhan,52,M,0
673,331,Arunima Nadkarni,5,F,0
674,331,Oeshi Mani,30,M,0
675,332,Ekanta Goswami,68,M,0
676,332,Abeer Bhattacharyya,44,M,0
677,333,Pooja Sibal,25,M,0
678,333,Nitesh Hora,63,F,0
679,334,Saksham Magar,85,M,0
680,334,Fariq Parsa,44,F,0
681,334,Krishna Ganesh,68,F,0
682,335,Lakshmi Sane,16,M,0
683,335,Charita Yogi,80,M,0
684,336,Ranveer Agrawal,50,M,0
685,336,Xiti Prasad,75,F,0
686,336,Nidhi Sagar,11,M,0
687,337,Nicholas Hari,36,F,0
688,337,Aadhya Pall,29,M,0
689,337,Jyoti Bhardwaj,36,M,0
690,338,Ayaan Divan,77,M,0
691,338,Tamanna Din,74,M,0
692,339,Mitali Buch,45,F,0
693,339,Pallavi Gandhi,24,M,0
694,340,Amruta Kadakia,2,M,0
695,340,Darika Ahuja,6,F,0
696,340,Vyanjana Agarwal,83,M,0
697,341,Patrick Prasad,71,F,0
698,342,Sai Bhargava,29,M,0
699,342,Rehaan Lad,22,F,0
700,343,Wahab Sridhar,5,M,0
701,344,Gunbir Kakar,24,F,0
702,345,Jalsa Rastogi,46,M,0
703,345,Dakshesh Parekh,27,M,0
704,346,Vaishnavi Varma,14,M,0
705,346,Raghav Aggarwal,73,M,0
706,347,Robert Dhar,47,F,0
707,347,Joshua Tank,16,M,0
708,348,Onkar Chakraborty,79,F,0
709,349,Jatin Deshpande,58,M,0
710,349,Gautam Natarajan,53,F,0
711,349,Dhruv Oza,32,F,0
712,350,Jack Pillai,73,M,0
713,350,Dhriti Rai,58,F,0
714,351,Triveni Mutti,27,M,0
715,352,Anusha Sridhar,33,F,0
716,352,Warda Manne,33,F,0
717,353,Chandani Dutta,53,F,0
718,353,Manya Nazareth,63,F,0
719,354,Barkha Hayer,24,M,0
720,355,Aditya Pathak,6,M,0
721,355,Manbir Puri,12,F,0
722,356,Yash Bandi,12,F,0
723,357,Fitan Dara,5,F,0
724,357,Yashodhara Kar,78,M,0
725,358,Qasim Ravi,70,M,0
726,359,Sarthak Dalal,33,F,0
727,359,Pranit Ahluwalia,45,F,0
728,359,Dipta Das,38,F,0
729,360,Aadi Kothari,9,M,0
730,360,Chakradhar Venkataraman,3,F,0
