ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
77,77,Rishi Contractor,21,3,7,4,F
78,78,Ekaraj Hari,33,4,2,1,F
79,79,Timothy Sarin,54,9,6,2,M
80,80,Anirudh Tripathi,45,5,4,3,M
81,81,Mekhala Patla,49,10,4,2,M
82,82,Samuel Vasa,65,9,5,2,F
83,83,Udant Varty,33,5,1,3,M
84,84,Nakul Pathak,62,1,4,1,F
85,85,Krish Vala,26,4,6,1,M
86,86,Yasti Lalla,74,3,3,5,M
87,87,Girik Subramaniam,18,10,3,2,M
88,88,Viraj Chacko,66,4,4,5,F
89,89,Zinal Amble,55,9,2,2,M
90,90,Mekhala Jani,62,9,6,5,F
91,91,Yashoda Rattan,47,1,5,4,F
92,92,Kamala Buch,68,2,4,5,M
93,93,Bahadurjit Uppal,47,3,4,2,M
94,94,Sai Vasa,58,3,4,2,F
95,95,Elijah Thakur,33,10,4,4,M
96,96,Ekansh Raja,36,10,1,2,M
97,97,Girik Rastogi,18,5,1,2,M
98,98,Wishi Iyengar,38,3,6,5,M
99,99,Abeer Basak,48,6,2,1,M
100,100,Yadavi Palan,64,3,7,3,F
101,101,Ladli Chaudhuri,56,2,5,3,M
102,102,Shravya Gole,61,5,6,1,F
103,103,Zansi Walla,69,7,4,1,M
104,104,Jairaj Panchal,69,7,4,2,F
105,105,Sanya Brar,59,7,3,1,F
106,106,Sai Patil,36,9,5,3,F
107,107,Fiyaz Chawla,22,8,2,1,M
108,108,Eshana Soni,45,5,7,4,M
109,109,Advaith Acharya,62,10,6,4,M
110,110,Rajeshri Rana,51,5,3,2,M
111,111,Indrajit Shah,31,2,4,5,F
112,112,Abhiram Kaul,30,9,6,3,F
113,113,Amaira Ramanathan,36,4,2,2,F
114,114,Rushil Sharma,22,9,7,5,M
115,115,Tejas Chowdhury,27,4,4,1,M
116,116,Ishani Dube,30,9,4,5,T
117,117,Chaitaly Suri,53,5,1,2,M
118,118,Ekani Bhatnagar,32,2,5,4,F
119,119,Gopal Virk,51,4,1,4,M
120,120,Azad Rama,25,8,5,5,F
121,121,Sathvik Swamy,40,10,1,3,M
122,122,Harrison Kashyap,50,3,7,1,F
123,123,Hemang Ganesan,30,6,3,4,M
124,124,Ekiya Khosla,30,7,5,4,M
125,125,Chasmum Ahuja,55,8,3,4,F
126,126,Ishani Dugal,52,5,6,1,F
127,127,Oscar Sura,63,3,1,5,F
128,128,Jai Karan,73,8,5,1,M
129,129,Meera Divan,71,5,7,3,F
130,130,Kalpit Deshmukh,31,2,2,1,M
131,131,Isaiah Sachdev,71,1,4,5,F
132,132,Riya Dhingra,75,4,2,5,M
133,133,Hemal Choudhry,37,5,5,4,M
134,134,Aadhya Garde,57,7,4,3,M
135,135,Brinda Raju,35,4,6,3,M
136,136,Idika Pandey,53,1,5,2,M
137,137,Laksh Chahal,50,2,6,1,M
138,138,Eesha Bir,20,10,5,3,M
139,139,Anusha Doshi,65,2,5,5,M
140,140,Kashvi Gour,72,5,3,2,F
141,141,Samaksh Jayaraman,39,3,3,2,F
142,142,Lajita Munshi,74,3,7,2,M
143,143,Ranveer Manne,18,7,4,5,M
144,144,Xiti Chowdhury,33,6,6,1,F
145,145,Ekiya Gade,53,1,2,1,F
146,146,Gautami Doctor,71,7,5,4,M
147,147,Tara Tank,73,3,3,1,M
148,148,Manbir Bhakta,38,9,7,2,M
149,149,Pranav Edwin,43,4,2,3,F
150,150,Ekantika Pillay,42,5,6,4,M
151,151,Prisha Nadig,21,6,2,4,F
152,152,Sarthak Sachdeva,56,5,2,1,M
153,153,Abeer Comar,43,5,2,4,M
154,154,Balendra Deshpande,72,2,2,1,F
155,155,Sathvik Narula,31,4,6,5,M
156,156,Jackson Morar,30,1,1,1,F
157,157,Parth Choudhury,53,6,4,3,M
158,158,Dayita Narang,30,9,6,1,M
159,159,Ekani Iyer,46,6,5,5,M
160,160,Manthan Dugar,39,9,1,1,F
161,161,Urishilla Bedi,26,1,6,4,F
162,162,Upadhriti Chatterjee,25,10,5,4,M
163,163,Qadim Narayanan,47,1,3,3,M
164,164,Indali Srinivas,56,3,1,3,M
165,165,Leena Bhatti,49,2,4,2,F
166,166,Nidra Boase,44,7,1,2,F
167,167,Madhavi Sekhon,24,9,5,1,F
168,168,Jagrati Choudhary,54,4,4,4,M
169,169,Siddharth Ghose,70,3,5,3,F
170,170,Laban Chad,29,3,2,2,M
171,171,Yachana Luthra,34,6,6,1,M
172,172,Chatresh Oza,67,7,7,5,M
173,173,Darsh Solanki,58,6,6,1,M
174,174,Avni Maharaj,35,3,4,3,M
175,175,Mitesh Tandon,26,8,2,5,F
176,176,Vamakshi Walia,64,10,7,5,M
177,177,Advik Mani,33,5,2,4,M
178,178,Wyatt Hayer,46,4,7,2,M
179,179,Bhanumati Krishnamurthy,53,10,1,2,F
180,180,Aradhana Sane,24,9,3,2,M
181,181,Ridhi Boase,48,1,4,1,M
182,182,Bakhshi Bora,33,8,4,1,F
183,183,Aarush Rajagopalan,44,2,6,3,M
184,184,Jagrati Sur,35,2,1,3,M
185,185,Amol Bansal,51,2,5,5,M
186,186,Urishilla Bath,68,3,1,4,M
187,187,Thomas Bhatnagar,71,10,6,2,M
188,188,Ojasvi Ganguly,26,5,6,1,M
189,189,Abhimanyu Gola,61,4,2,2,M
190,190,Baljiwan Gole,37,6,1,5,M
191,191,Rehaan Dalal,56,1,7,5,F
192,192,Patrick Dutta,70,1,5,3,M
193,193,Nakul Balakrishnan,51,7,4,4,M
194,194,Vedhika Bhagat,61,2,4,4,F
195,195,Indrajit Shroff,21,4,5,3,F
196,196,Nisha Vig,27,8,4,3,M
197,197,Pavani Wali,43,8,5,3,F
198,198,Tripti Bajwa,37,2,1,3,F
199,199,Aarav Bobal,73,1,3,4,M
200,200,Charan Choudhry,60,1,3,4,F
201,201,Gaurika Khare,22,5,1,3,M
202,202,Yachana Vyas,44,5,7,4,M
203,203,Raghav Shankar,69,10,5,3,F
204,204,Samarth Verma,71,10,6,1,M
205,205,Vedika Wagle,39,3,1,4,M
206,206,Utkarsh Sule,19,9,2,3,M
207,207,Benjamin Nadig,39,9,7,1,F
208,208,Nidhi Tata,64,7,3,4,F
209,209,Isaiah Srinivas,41,4,3,4,M
210,210,Arin Chacko,66,2,5,2,M
211,211,Advik Mane,45,8,3,1,F
212,212,Liam Chadha,35,3,2,5,M
213,213,Vritti Basak,58,3,4,2,M
214,214,Urmi Dash,43,8,6,5,M
215,215,Aarna Soni,35,8,4,4,M
216,216,Oni Parekh,59,5,4,4,F
217,217,Zarna Manda,58,2,7,2,M
218,218,Omisha Sharma,47,1,2,5,F
219,219,Janani Dewan,68,7,4,2,M
220,220,Kalpit Brar,60,1,4,2,F
221,221,Ryan Goyal,69,10,7,3,M
222,222,Akshay Wadhwa,62,10,2,4,F
223,223,Panini Kala,58,7,2,1,M
224,224,Jack Rajan,61,1,1,5,M
225,225,Jagdish Dhar,61,10,6,1,M
226,226,Nidhi Sundaram,52,4,7,5,M
227,227,Widisha Kashyap,73,6,1,1,M
228,228,Faraj Venkatesh,44,6,4,2,M
229,229,Azad Sani,66,4,5,5,F
230,230,Chavvi Gala,42,1,7,4,F
231,231,Mahika Lall,51,1,3,2,F
232,232,Indali Bhalla,70,2,3,2,F
233,233,Edhitha Purohit,59,1,7,1,M
234,234,Bhavna Lanka,18,2,3,1,F
235,235,Faraj Mittal,69,10,6,4,M
236,236,Darpan Vig,66,5,2,5,F
237,237,Aahana Keer,24,6,2,4,M
238,238,Saksham Dutta,40,4,7,5,M
239,239,Gautam Ranganathan,46,6,7,3,F
240,240,Hredhaan Gill,24,3,2,3,F
241,241,Arunima Dhillon,49,9,1,5,M
242,242,Warjas Savant,33,6,2,1,F
243,243,Bahadurjit Mahal,52,10,2,1,M
244,244,Aarush Rattan,52,4,1,4,M
245,245,Falak Manda,67,8,6,4,M
246,246,Chandran Rattan,69,5,2,5,M
247,247,Samuel Kale,51,3,7,5,F
248,248,Bina Lala,69,5,6,5,M
249,249,Pallavi Kunda,64,6,7,4,F
250,250,Kevin Barman,66,7,3,3,M
251,251,Dhriti Basu,22,1,7,4,M
252,252,Aishani Varughese,47,10,3,5,M
253,253,Balendra Singhal,23,6,3,5,M
254,254,Pranit Ganguly,31,10,7,3,F
255,255,Sudiksha Luthra,47,10,2,1,F
256,256,Christopher Bobal,39,1,5,2,M
257,257,Gaurav Bail,71,10,5,1,F
258,258,Vamakshi Loyal,25,8,4,1,F
259,259,Bina Sidhu,72,3,2,3,M
260,260,Isha Kumar,42,4,4,2,M
261,261,Maya Bath,22,2,4,2,F
262,262,Agastya Garg,52,6,2,2,M
263,263,Chasmum Chahal,31,1,1,2,M
264,264,Maanav Khurana,33,4,7,1,M
265,265,Chaitaly Ramanathan,39,3,6,3,M
266,266,Jackson Talwar,43,1,2,1,F
267,267,Vincent Tripathi,56,10,7,1,M
268,268,Sarthak Mandal,21,1,5,2,M
269,269,Champak Badami,74,3,5,3,F
270,270,Chandresh Sarma,26,7,6,3,M
271,271,Oliver Dalal,21,8,6,1,F
272,272,Abeer Korpal,36,10,4,2,M
273,273,Vedant Devi,58,3,4,1,F
274,274,Hamsini Murty,51,3,6,2,M
275,275,Dipta Padmanabhan,25,7,2,1,M
276,276,Riya Pai,49,9,5,4,F
277,277,Ayaan Zacharia,53,8,6,3,M
278,278,Saumya Misra,52,9,1,2,M
279,279,Jalsa Sha,32,7,5,5,M
280,280,Tanish Sehgal,18,3,5,4,M
281,281,Simon Shah,67,1,7,5,M
282,282,Vedika Bala,24,2,1,1,F
283,283,Dayita Sethi,48,5,5,5,M
284,284,Saanvi Mall,64,10,6,2,M
285,285,Anirudh Maharaj,32,2,4,1,M
286,286,Vyanjana Bajaj,57,9,3,5,M
287,287,Bhavika Dhawan,19,4,7,4,F
288,288,Aarna Prashad,30,3,7,4,M
289,289,Nikita Kaur,55,8,4,1,M
290,290,Sanaya Chacko,36,9,5,3,M
291,291,Aadi Bhasin,38,9,7,1,M
292,292,Jason Dey,54,2,4,1,M
293,293,Falguni Babu,30,6,6,2,M
294,294,Sai Dasgupta,38,5,4,1,M
295,295,Rehaan Chana,55,7,6,4,M
296,296,Rohan Randhawa,36,1,3,1,M
297,297,Anusha Handa,38,8,7,1,F
298,298,Diya Ahluwalia,57,3,2,4,M
299,299,Gaurika Krishna,27,4,5,1,M
300,300,Riya Bhakta,24,5,4,1,F
